Date,Ad set name,Ad name,Campaign name,Impressions,Cost,Website purchases,Cost per website purchase,CPC (cost per link click),CTR (link click-through rate),Signup,Registration,Unique purchases,Unique adds to cart,Website leads,Unique link clicks,Unique mobile app adds of payment info,Conversion rate ranking,Post shares,Return on ad spend (ROAS),Unique completed registrations,Post comments
2020-09-24,life-insurance_all-placements_upsizing-30s-video_single_w39-2020,upsizing-30s-video_single_w39-2020,pollenary_0-incubator-creative_wc-registration_uk,14373,149.79,,,2.2,0.47,,1,,,,67,,0,,0,,1
2020-09-24,online-entertainment-25-54_all-placements,swingers-v2-4:5_video,pollenary_1-cold_wc-registration_uk-interests,1757,15.54,,,2.22,0.4,,,,,,5,,0,,0,,
2020-09-24,online-entertainment-25-54_all-placements,upsizing-cheeseburger_single_pid,pollenary_1-cold_wc-registration_uk-interests,24809,210.71,,,4.05,0.21,,4,,,,49,,0,,0,,3
2020-09-24,online-entertainment-25-54_all-placements,upsizing_single,pollenary_1-cold_wc-registration_uk-interests,13357,105.58,1.00,105.58,2.64,0.3,,7,,,,38,,0,1,1.43,,
2020-09-24,online-entertainment-25-54_all-placements,upsizing_single_pid,pollenary_1-cold_wc-registration_uk-interests,3743,41.34,,,4.59,0.24,,,,,,9,,0,,0,,
2020-09-24,visitors-1_all-placements,process-2_video,pollenary_3-hot_wc-purchase_uk,747,43.24,1.00,43.24,10.81,0.54,,,,,,4,,0,,4.88,,
2020-09-24,visitors-1_all-placements,vid-onhold-original-1:1,pollenary_3-hot_wc-purchase_uk,302,15.55,,,,0,,,,,,,,0,,0,,
2020-09-24,visitors-1_all-placements,vid-trustpilot-charlotte-mickteltitles-V3-1:1,pollenary_3-hot_wc-purchase_uk,343,23.28,,,23.28,0.29,,,,,,1,,0,,0,,2
2020-09-24,visitors-1_all-placements,vid-tv-zoom-subtitled-1:1,pollenary_3-hot_wc-purchase_uk,341,18.78,,,3.13,1.76,,1,,,,6,,0,,0,,
2020-09-24,visitors-2-7_all-placements,process-2_video,pollenary_3-hot_wc-purchase_uk,2706,55.35,,,5.54,0.37,,,,,,10,,0,,0,,
2020-09-24,visitors-2-7_all-placements,vid-onhold-original-1:1,pollenary_3-hot_wc-purchase_uk,757,15.12,,,3.78,0.53,,,,,,4,,0,,0,,
2020-09-24,visitors-2-7_all-placements,vid-trustpilot-charlotte-mickteltitles-V3-1:1,pollenary_3-hot_wc-purchase_uk,764,15.34,,,15.34,0.13,,,,,,1,,0,,0,,
2020-09-24,visitors-2-7_all-placements,vid-tv-zoom-subtitled-1:1,pollenary_3-hot_wc-purchase_uk,736,14.44,,,4.81,0.41,,1,,,,3,,0,,0,,
2020-09-25,engagers-30-fb_all-placements,onhold-cowboys_single,pollenary_2-warm_wc-vc_uk,5180,33.86,,,2.26,0.29,,,,,,15,,0,,0,,
2020-09-25,engagers-30-fb_all-placements,vid-trustpilot-charlotte-mickteltitles-V3-1:1,pollenary_2-warm_wc-vc_uk,1340,7.57,,,0.69,0.82,,,,,,10,,0,,0,,2
2020-09-25,engagers-30-ig_all-placements,onhold-cowboys_single,pollenary_2-warm_wc-vc_uk,679,4.29,,,2.15,0.29,,,,,,2,,0,,0,,
2020-09-25,engagers-30-ig_all-placements,vid-trustpilot-charlotte-mickteltitles-V3-1:1,pollenary_2-warm_wc-vc_uk,529,3.85,,,1.93,0.38,,,,,,2,,0,,0,,
2020-09-25,life-insurance-25-44_all-placements,swingers-v2-4:5_video,pollenary_1-cold_wc-registration_uk-interests,8844,62.98,,,2.1,0.34,,1,,,,30,,0,,0,,
2020-09-25,life-insurance-25-44_all-placements,upsizing-cheeseburger_single_pid,pollenary_1-cold_wc-registration_uk-interests,32522,293.58,,,3.62,0.25,,5,,,,81,,0,2,0,,4
2020-09-25,life-insurance-25-44_all-placements,upsizing_single,pollenary_1-cold_wc-registration_uk-interests,22045,166.42,,,2.92,0.26,,2,,,,55,,0,,0,,1
2020-09-25,life-insurance_all-placements_chipolata-animatic-1_w39-2020,chipolata-animatic_video_w39-2020,pollenary_0-incubator-creative_wc-registration_uk,11518,143.33,,,7.54,0.16,,,,,,19,,0,,0,,
2020-09-25,life-insurance_all-placements_upsizing-30s-video_single_w39-2020,upsizing-30s-video_single_w39-2020,pollenary_0-incubator-creative_wc-registration_uk,11208,144.93,,,3.08,0.42,,3,,,,45,,0,,0,,1
2020-09-25,visitors-1_all-placements,process-2_video,pollenary_3-hot_wc-purchase_uk,445,29.74,,,7.44,0.9,,,,,,4,,0,,0,,
2020-09-25,visitors-1_all-placements,vid-onhold-original-1:1,pollenary_3-hot_wc-purchase_uk,170,8.09,,,,0,,,,,,,,0,,0,,
2020-09-25,visitors-1_all-placements,vid-trustpilot-charlotte-mickteltitles-V3-1:1,pollenary_3-hot_wc-purchase_uk,367,21.47,,,3.58,1.63,,,,,,4,,0,,0,,
2020-09-25,visitors-1_all-placements,vid-tv-zoom-subtitled-1:1,pollenary_3-hot_wc-purchase_uk,233,13.64,,,6.82,0.86,,,,,,1,,0,,0,,
2020-09-25,visitors-2-7_all-placements,process-2_video,pollenary_3-hot_wc-purchase_uk,2117,42.75,,,5.34,0.38,,,,,,8,,0,,0,,
2020-09-25,visitors-2-7_all-placements,vid-onhold-original-1:1,pollenary_3-hot_wc-purchase_uk,663,15.44,,,15.44,0.15,,,,,,1,,0,,0,,
2020-09-25,visitors-2-7_all-placements,vid-trustpilot-charlotte-mickteltitles-V3-1:1,pollenary_3-hot_wc-purchase_uk,1329,26.60,1.00,26.6,4.43,0.45,,1,,,,6,,0,,31.32,,1
2020-09-25,visitors-2-7_all-placements,vid-tv-zoom-subtitled-1:1,pollenary_3-hot_wc-purchase_uk,762,16.47,,,8.24,0.26,,,,,,2,,0,,0,,
2020-09-26,engagers-30-fb_all-placements,onhold-cowboys_single,pollenary_2-warm_wc-vc_uk,4692,29.98,,,2.14,0.3,,2,,,,13,,0,,0,,
2020-09-26,engagers-30-fb_all-placements,vid-trustpilot-charlotte-mickteltitles-V3-1:1,pollenary_2-warm_wc-vc_uk,1475,8.82,,,0.74,0.81,,1,,,,12,,0,,0,,1
2020-09-26,engagers-30-ig_all-placements,onhold-cowboys_single,pollenary_2-warm_wc-vc_uk,997,7.28,1.00,7.28,7.28,0.1,,,,,,1,,0,,20.19,,
2020-09-26,engagers-30-ig_all-placements,vid-trustpilot-charlotte-mickteltitles-V3-1:1,pollenary_2-warm_wc-vc_uk,767,5.98,,,5.98,0.13,,,,,,1,,0,,0,,
2020-09-26,life-insurance-25-44_all-placements,swingers-v2-4:5_video,pollenary_1-cold_wc-registration_uk-interests,5651,38.59,,,2.57,0.27,,,,,,15,,0,,0,,1
2020-09-26,life-insurance-25-44_all-placements,upsizing-cheeseburger_single_pid,pollenary_1-cold_wc-registration_uk-interests,56070,410.12,1.00,410.12,3.06,0.24,,11,,,,129,,0,1,1.28,,3
2020-09-26,life-insurance-25-44_all-placements,upsizing_single,pollenary_1-cold_wc-registration_uk-interests,32830,231.10,,,3.98,0.18,,,,,,57,,0,,0,,
2020-09-26,life-insurance_all-placements_chipolata-animatic-1_w39-2020,chipolata-animatic_video_w39-2020,pollenary_0-incubator-creative_wc-registration_uk,11308,152.54,,,6.36,0.21,,,,,,23,,0,,0,,
2020-09-26,life-insurance_all-placements_upsizing-30s-video_single_w39-2020,upsizing-30s-video_single_w39-2020,pollenary_0-incubator-creative_wc-registration_uk,13498,151.81,,,3.45,0.33,,1,,,,42,,0,1,0,,
2020-09-26,visitors-1_all-placements,process-2_video,pollenary_3-hot_wc-purchase_uk,631,26.83,,,13.42,0.32,,,,,,2,,0,,0,,
2020-09-26,visitors-1_all-placements,vid-onhold-original-1:1,pollenary_3-hot_wc-purchase_uk,342,12.41,,,,0,,,,,,,,0,,0,,
2020-09-26,visitors-1_all-placements,vid-trustpilot-charlotte-mickteltitles-V3-1:1,pollenary_3-hot_wc-purchase_uk,349,10.57,,,3.52,0.86,,,,,,3,,0,,0,,
2020-09-26,visitors-1_all-placements,vid-tv-zoom-subtitled-1:1,pollenary_3-hot_wc-purchase_uk,294,14.02,,,4.67,1.02,,1,,,,2,,0,,0,,
2020-09-26,visitors-2-7_all-placements,process-2_video,pollenary_3-hot_wc-purchase_uk,1811,41.70,,,8.34,0.28,,,,,,5,,0,,0,,
2020-09-26,visitors-2-7_all-placements,vid-onhold-original-1:1,pollenary_3-hot_wc-purchase_uk,1294,25.68,1.00,25.68,6.42,0.31,,1,,,,4,,0,,44.43,,
2020-09-26,visitors-2-7_all-placements,vid-trustpilot-charlotte-mickteltitles-V3-1:1,pollenary_3-hot_wc-purchase_uk,1235,23.75,,,2.64,0.73,,,,,,8,,0,,0,,
2020-09-26,visitors-2-7_all-placements,vid-tv-zoom-subtitled-1:1,pollenary_3-hot_wc-purchase_uk,691,15.40,1.00,15.4,3.85,0.58,,1,,,,4,,0,,28.51,,
2020-09-27,engagers-30-fb_all-placements,onhold-cowboys_single,pollenary_2-warm_wc-vc_uk,3197,23.41,1.00,23.41,1.56,0.47,,2,,,,15,,0,,48.74,,1
2020-09-27,engagers-30-fb_all-placements,vid-trustpilot-charlotte-mickteltitles-V3-1:1,pollenary_2-warm_wc-vc_uk,1834,12.28,,,1.36,0.49,,1,,,,9,,0,,0,,
2020-09-27,engagers-30-ig_all-placements,onhold-cowboys_single,pollenary_2-warm_wc-vc_uk,842,6.25,,,3.13,0.24,,,,,,2,,0,,0,,1
2020-09-27,engagers-30-ig_all-placements,vid-trustpilot-charlotte-mickteltitles-V3-1:1,pollenary_2-warm_wc-vc_uk,1053,8.22,,,8.22,0.09,,,,,,1,,0,,0,,
2020-09-27,life-insurance-25-44_all-placements,swingers-v2-4:5_video,pollenary_1-cold_wc-registration_uk-interests,5554,51.34,,,3.02,0.31,,,,,,17,,0,,0,,1
2020-09-27,life-insurance-25-44_all-placements,upsizing-cheeseburger_single_pid,pollenary_1-cold_wc-registration_uk-interests,58003,481.40,2.00,240.7,4.01,0.21,,9,,,,118,,0,,2.27,,4
2020-09-27,life-insurance-25-44_all-placements,upsizing_single,pollenary_1-cold_wc-registration_uk-interests,21712,218.31,1.00,218.31,4.64,0.22,,4,,,,47,,0,,5.19,,
2020-09-27,life-insurance_all-placements_chipolata-animatic-1_w39-2020,chipolata-animatic_video_w39-2020,pollenary_0-incubator-creative_wc-registration_uk,7397,147.49,2.00,73.75,9.22,0.22,,2,,,,16,,0,1,16.42,,1
2020-09-27,life-insurance_all-placements_upsizing-30s-video_single_w39-2020,upsizing-30s-video_single_w39-2020,pollenary_0-incubator-creative_wc-registration_uk,10412,149.88,,,4.83,0.3,,1,,,,31,,0,,0,,
2020-09-27,visitors-1_all-placements,process-2_video,pollenary_3-hot_wc-purchase_uk,523,24.81,,,12.41,0.38,,,,,,2,,0,,0,,
2020-09-27,visitors-1_all-placements,vid-onhold-original-1:1,pollenary_3-hot_wc-purchase_uk,475,20.91,,,20.91,0.21,,,,,,1,,0,,0,,
2020-09-27,visitors-1_all-placements,vid-trustpilot-charlotte-mickteltitles-V3-1:1,pollenary_3-hot_wc-purchase_uk,266,8.40,,,4.2,0.75,,,,,,2,,0,,0,,
2020-09-27,visitors-1_all-placements,vid-tv-zoom-subtitled-1:1,pollenary_3-hot_wc-purchase_uk,291,10.13,,,3.38,1.03,,,,,,3,,0,,0,,
2020-09-27,visitors-2-7_all-placements,process-2_video,pollenary_3-hot_wc-purchase_uk,1469,33.16,,,33.16,0.07,,,,,,1,,0,,0,,
2020-09-27,visitors-2-7_all-placements,vid-onhold-original-1:1,pollenary_3-hot_wc-purchase_uk,1489,31.36,,,5.23,0.4,,,,,,6,,0,,0,,
2020-09-27,visitors-2-7_all-placements,vid-trustpilot-charlotte-mickteltitles-V3-1:1,pollenary_3-hot_wc-purchase_uk,872,15.94,,,2.28,0.8,,,,,,7,,0,,0,,
2020-09-27,visitors-2-7_all-placements,vid-tv-zoom-subtitled-1:1,pollenary_3-hot_wc-purchase_uk,601,11.55,,,1.93,1,,,,,,6,,0,,0,,
2020-09-28,"Post: ""🤷‍♀️""","Post: ""🤷‍♀️""","Post: ""🤷‍♀️""",375,1.37,,,,0,,,,,,,,0,5,0,,1
2020-09-28,engagers-30-fb_all-placements,onhold-cowboys_single,pollenary_2-warm_wc-vc_uk,2737,14.37,,,2.05,0.26,,,,,,7,,0,,0,,
2020-09-28,engagers-30-fb_all-placements,vid-trustpilot-charlotte-mickteltitles-V3-1:1,pollenary_2-warm_wc-vc_uk,2977,20.86,,,1.1,0.64,,2,,,,19,,0,,0,,2
2020-09-28,engagers-30-ig_all-placements,onhold-cowboys_single,pollenary_2-warm_wc-vc_uk,750,4.21,,,4.21,0.13,,1,,,,1,,0,,0,,
2020-09-28,engagers-30-ig_all-placements,vid-trustpilot-charlotte-mickteltitles-V3-1:1,pollenary_2-warm_wc-vc_uk,1469,10.56,,,2.64,0.27,,,,,,4,,0,1,0,,
2020-09-28,life-insurance-25-44_all-placements,swingers-v2-4:5_video,pollenary_1-cold_wc-registration_uk-interests,5798,41.32,,,1.8,0.4,,2,,,,22,,0,,0,,
2020-09-28,life-insurance-25-44_all-placements,upsizing-cheeseburger_single_pid,pollenary_1-cold_wc-registration_uk-interests,79252,528.63,1.00,528.63,2.95,0.23,,11,,,,177,,0,2,1.87,,7
2020-09-28,life-insurance-25-44_all-placements,upsizing_single,pollenary_1-cold_wc-registration_uk-interests,22331,181.63,1.00,181.63,4.32,0.19,,5,,,,40,,0,,2.82,,
2020-09-28,life-insurance_all-placements_chipolata-animatic-1_w39-2020,chipolata-animatic_video_w39-2020,pollenary_0-incubator-creative_wc-registration_uk,7940,150.86,,,8.38,0.23,,1,,,,17,,0,,0,,
2020-09-28,life-insurance_all-placements_upsizing-30s-video_single_w39-2020,upsizing-30s-video_single_w39-2020,pollenary_0-incubator-creative_wc-registration_uk,11077,148.53,,,4.24,0.32,,,,,,35,,0,1,0,,3
2020-09-28,visitors-1_all-placements,process-2_video,pollenary_3-hot_wc-purchase_uk,459,24.77,,,8.26,0.65,,,,,,3,,0,,0,,
2020-09-28,visitors-1_all-placements,vid-onhold-original-1:1,pollenary_3-hot_wc-purchase_uk,430,20.02,,,4,1.16,,1,,,,4,,0,,0,,
2020-09-28,visitors-1_all-placements,vid-trustpilot-charlotte-mickteltitles-V3-1:1,pollenary_3-hot_wc-purchase_uk,229,10.02,1.00,10.02,10.02,0.44,,,,,,1,,0,,106.29,,
2020-09-28,visitors-1_all-placements,vid-tv-zoom-subtitled-1:1,pollenary_3-hot_wc-purchase_uk,347,14.04,1.00,14.04,3.51,1.15,,,,,,4,,0,,11.32,,
2020-09-28,visitors-2-7_all-placements,process-2_video,pollenary_3-hot_wc-purchase_uk,1441,34.05,,,5.68,0.42,,,,,,6,,0,,0,,
2020-09-28,visitors-2-7_all-placements,vid-onhold-original-1:1,pollenary_3-hot_wc-purchase_uk,1190,24.79,,,8.26,0.25,,,,,,3,,0,,0,,
2020-09-28,visitors-2-7_all-placements,vid-trustpilot-charlotte-mickteltitles-V3-1:1,pollenary_3-hot_wc-purchase_uk,799,15.23,,,7.62,0.25,,,,,,2,,0,,0,,
2020-09-28,visitors-2-7_all-placements,vid-tv-zoom-subtitled-1:1,pollenary_3-hot_wc-purchase_uk,1064,19.62,,,6.54,0.28,,,,,,3,,0,,0,,
2020-09-29,"Post: ""🤷‍♀️""","Post: ""🤷‍♀️""","Post: ""🤷‍♀️""",704,1.94,,,,0,,,,,,,,0,3,0,,1
2020-09-29,engagers-30-fb_all-placements,onhold-cowboys_single,pollenary_2-warm_wc-vc_uk,3979,23.15,,,1.36,0.43,,3,,,,17,,0,,0,,
2020-09-29,engagers-30-fb_all-placements,vid-trustpilot-charlotte-mickteltitles-V3-1:1,pollenary_2-warm_wc-vc_uk,2239,14.26,,,0.79,0.8,,,,,,15,,0,,0,,
2020-09-29,engagers-30-ig_all-placements,onhold-cowboys_single,pollenary_2-warm_wc-vc_uk,838,5.06,,,1.69,0.36,,,,,,3,,0,,0,,
2020-09-29,engagers-30-ig_all-placements,vid-trustpilot-charlotte-mickteltitles-V3-1:1,pollenary_2-warm_wc-vc_uk,813,6.06,,,6.06,0.12,,,,,,1,,0,,0,,
2020-09-29,life-insurance-25-44_all-placements,swingers-v2-4:5_video,pollenary_1-cold_wc-registration_uk-interests,4360,30.31,,,2.33,0.3,,,,,,13,,0,,0,,
2020-09-29,life-insurance-25-44_all-placements,upsizing-cheeseburger_single_pid,pollenary_1-cold_wc-registration_uk-interests,40508,280.25,,,3.11,0.22,,6,,,,88,,0,1,0,,3
2020-09-29,life-insurance-25-44_all-placements,upsizing_single,pollenary_1-cold_wc-registration_uk-interests,15231,127.20,,,4.39,0.19,,1,,,,29,,0,1,0,,1
2020-09-29,life-insurance_all-placements_chipolata-animatic-1_w39-2020,chipolata-animatic_video_w39-2020,pollenary_0-incubator-creative_wc-registration_uk,9877,149.35,,,5.74,0.26,,1,,,,26,,0,,0,,2
2020-09-29,life-insurance_all-placements_upsizing-30s-video_single_w39-2020,upsizing-30s-video_single_w39-2020,pollenary_0-incubator-creative_wc-registration_uk,13255,147.84,,,3.29,0.34,,3,,,,42,,0,2,0,,
2020-09-29,visitors-1_all-placements,process-2_video,pollenary_3-hot_wc-purchase_uk,495,16.14,,,16.14,0.2,,,,,,1,,0,,0,,
2020-09-29,visitors-1_all-placements,vid-onhold-original-1:1,pollenary_3-hot_wc-purchase_uk,443,12.13,,,,0,,,,,,,,0,,0,,
2020-09-29,visitors-1_all-placements,vid-trustpilot-charlotte-mickteltitles-V3-1:1,pollenary_3-hot_wc-purchase_uk,214,6.89,,,6.89,0.47,,,,,,1,,0,,0,,
2020-09-29,visitors-1_all-placements,vid-tv-zoom-subtitled-1:1,pollenary_3-hot_wc-purchase_uk,324,11.79,,,2.95,1.23,,,,,,3,,0,,0,,
2020-09-29,visitors-2-7_all-placements,process-2_video,pollenary_3-hot_wc-purchase_uk,1110,23.09,,,7.7,0.27,,,,,,3,,0,,0,,
2020-09-29,visitors-2-7_all-placements,vid-onhold-original-1:1,pollenary_3-hot_wc-purchase_uk,850,15.78,,,5.26,0.35,,2,,,,3,,0,,0,,
2020-09-29,visitors-2-7_all-placements,vid-trustpilot-charlotte-mickteltitles-V3-1:1,pollenary_3-hot_wc-purchase_uk,493,9.45,,,1.58,1.22,,,,,,6,,0,,0,,
2020-09-29,visitors-2-7_all-placements,vid-tv-zoom-subtitled-1:1,pollenary_3-hot_wc-purchase_uk,613,10.43,1.00,10.43,3.48,0.49,,,,,,3,,0,,80.06,,
2020-09-30,"Post: ""🤷‍♀️""","Post: ""🤷‍♀️""","Post: ""🤷‍♀️""",747,2.04,,,,0,,,,,,,,0,7,0,,
2020-09-30,engagers-30-fb_all-placements,onhold-cowboys_single,pollenary_2-warm_wc-vc_uk,4948,30.89,,,4.41,0.14,,,,,,7,,0,,0,,
2020-09-30,engagers-30-fb_all-placements,vid-trustpilot-charlotte-mickteltitles-V3-1:1,pollenary_2-warm_wc-vc_uk,1553,9.67,,,0.81,0.77,,,,,,12,,0,,0,,
2020-09-30,engagers-30-ig_all-placements,onhold-cowboys_single,pollenary_2-warm_wc-vc_uk,905,5.53,,,,0,,,,,,,,0,,0,,
2020-09-30,engagers-30-ig_all-placements,vid-trustpilot-charlotte-mickteltitles-V3-1:1,pollenary_2-warm_wc-vc_uk,565,3.62,,,3.62,0.18,,,,,,1,,0,,0,,
2020-09-30,life-insurance_all-placements_chipolata-animatic-1_w39-2020,chipolata-animatic_video_w39-2020,pollenary_0-incubator-creative_wc-registration_uk,10215,150.07,,,6.82,0.22,,2,,,,22,,0,,0,,
2020-09-30,life-insurance_all-placements_upsizing-30s-video_single_w39-2020,upsizing-30s-video_single_w39-2020,pollenary_0-incubator-creative_wc-registration_uk,15525,151.55,,,2.23,0.44,,1,,,,66,,0,,0,,1
2020-09-30,visitors-1_all-placements,process-2_video,pollenary_3-hot_wc-purchase_uk,440,21.45,1.00,21.45,5.36,0.91,,,,,,4,,0,,89.88,,
2020-09-30,visitors-1_all-placements,vid-onhold-original-1:1,pollenary_3-hot_wc-purchase_uk,275,8.78,,,8.78,0.36,,,,,,1,,0,,0,,
2020-09-30,visitors-1_all-placements,vid-trustpilot-charlotte-mickteltitles-V3-1:1,pollenary_3-hot_wc-purchase_uk,206,6.98,,,3.49,0.97,,,,,,2,,0,,0,,
2020-09-30,visitors-1_all-placements,vid-tv-zoom-subtitled-1:1,pollenary_3-hot_wc-purchase_uk,250,8.40,,,2.1,1.6,,1,,,,3,,0,,0,,
2020-09-30,visitors-2-7_all-placements,process-2_video,pollenary_3-hot_wc-purchase_uk,1271,22.70,,,3.78,0.47,,,,,,6,,0,,0,,
2020-09-30,visitors-2-7_all-placements,vid-onhold-original-1:1,pollenary_3-hot_wc-purchase_uk,689,11.01,,,3.67,0.44,,,,,,3,,0,,0,,
2020-09-30,visitors-2-7_all-placements,vid-trustpilot-charlotte-mickteltitles-V3-1:1,pollenary_3-hot_wc-purchase_uk,409,6.57,,,6.57,0.24,,,,,,1,,0,,0,,
2020-09-30,visitors-2-7_all-placements,vid-tv-zoom-subtitled-1:1,pollenary_3-hot_wc-purchase_uk,448,7.15,,,2.38,0.67,,,,,,3,,0,,0,,
2020-10-01,"Post: ""🤷‍♀️""","Post: ""🤷‍♀️""","Post: ""🤷‍♀️""",830,1.98,,,1.98,0.12,,,,,,1,,0,7,0,,1
2020-10-01,engagers-30-fb_all-placements,onhold-cowboys_single,pollenary_2-warm_wc-vc_uk,3980,23.52,1.00,23.52,2.94,0.2,,3,,,,8,,0,,5.1,,
2020-10-01,engagers-30-fb_all-placements,vid-trustpilot-charlotte-mickteltitles-V3-1:1,pollenary_2-warm_wc-vc_uk,2796,16.54,,,1.03,0.57,,,,,,16,,0,,0,,2
2020-10-01,engagers-30-ig_all-placements,onhold-cowboys_single,pollenary_2-warm_wc-vc_uk,739,4.56,,,2.28,0.27,,,,,,2,,0,,0,,
2020-10-01,engagers-30-ig_all-placements,vid-trustpilot-charlotte-mickteltitles-V3-1:1,pollenary_2-warm_wc-vc_uk,935,6.26,,,2.09,0.32,,,,,,3,,0,,0,,
2020-10-01,life-insurance-25-44_all-placements,swingers-v2-4:5_video,pollenary_1-cold_wc-registration_uk-interests,1563,9.88,,,1.98,0.32,,,,,,5,,0,,0,,
2020-10-01,life-insurance-25-44_all-placements,upsizing-cheeseburger_single_pid,pollenary_1-cold_wc-registration_uk-interests,9978,60.97,,,2.77,0.22,,3,,,,22,,0,,0,,
2020-10-01,life-insurance-25-44_all-placements,upsizing_single,pollenary_1-cold_wc-registration_uk-interests,3715,24.29,,,3.04,0.22,,1,,,,8,,0,,0,,
2020-10-01,life-insurance_all-placements_chipolata-animatic-1_w39-2020,chipolata-animatic_video_w39-2020,pollenary_0-incubator-creative_wc-registration_uk,13490,147.56,,,4.22,0.26,,1,,,,32,,0,,0,,1
2020-10-01,life-insurance_all-placements_upsizing-30s-video_single_w39-2020,upsizing-30s-video_single_w39-2020,pollenary_0-incubator-creative_wc-registration_uk,18204,146.61,1.00,146.61,1.67,0.48,,2,,,,85,,0,2,1.3,,1
2020-10-01,online-entertainment-25-54_all-placements,swingers-v2-4:5_video,pollenary_1-cold_wc-registration_uk-interests,2484,15.71,,,1.31,0.48,,,,,,12,,0,1,0,,1
2020-10-01,online-entertainment-25-54_all-placements,upsizing-cheeseburger_single_pid,pollenary_1-cold_wc-registration_uk-interests,41657,241.75,3.00,80.58,2.35,0.25,,9,,,,100,,0,1,7.69,,5
2020-10-01,online-entertainment-25-54_all-placements,upsizing_single,pollenary_1-cold_wc-registration_uk-interests,69163,401.15,2.00,200.58,2.39,0.24,,12,,,,164,,0,,2.49,,1
2020-10-01,online-entertainment-25-54_all-placements,upsizing_single_pid,pollenary_1-cold_wc-registration_uk-interests,7629,56.08,,,2.16,0.34,,1,,,,24,,0,,0,,1
2020-10-01,visitors-1_all-placements,process-2_video,pollenary_3-hot_wc-purchase_uk,648,23.20,1.00,23.2,5.8,0.62,,,,,,4,,0,,43.41,,
2020-10-01,visitors-1_all-placements,vid-onhold-original-1:1,pollenary_3-hot_wc-purchase_uk,325,8.58,,,8.58,0.31,,,,,,1,,0,,0,,
2020-10-01,visitors-1_all-placements,vid-trustpilot-charlotte-mickteltitles-V3-1:1,pollenary_3-hot_wc-purchase_uk,200,5.46,,,1.82,1.5,,1,,,,3,,0,,0,,1
2020-10-01,visitors-1_all-placements,vid-tv-zoom-subtitled-1:1,pollenary_3-hot_wc-purchase_uk,223,7.20,,,3.6,0.9,,,,,,2,,0,,0,,
2020-10-01,visitors-2-7_all-placements,process-2_video,pollenary_3-hot_wc-purchase_uk,1561,23.26,1.00,23.26,7.75,0.19,,,,,,3,,0,,75.32,,
2020-10-01,visitors-2-7_all-placements,vid-onhold-original-1:1,pollenary_3-hot_wc-purchase_uk,684,10.34,,,2.59,0.58,,,,,,3,,0,,0,,
2020-10-01,visitors-2-7_all-placements,vid-trustpilot-charlotte-mickteltitles-V3-1:1,pollenary_3-hot_wc-purchase_uk,355,5.11,,,5.11,0.28,,1,,,,1,,0,,0,,
2020-10-01,visitors-2-7_all-placements,vid-tv-zoom-subtitled-1:1,pollenary_3-hot_wc-purchase_uk,584,8.62,,,1.23,1.2,,,,,,6,,0,,0,,
2020-10-02,"Post: ""🤷‍♀️""","Post: ""🤷‍♀️""","Post: ""🤷‍♀️""",234,0.67,,,,0,,,,,,,,0,4,0,,
2020-10-02,engagers-30-fb_all-placements,onhold-cowboys_single,pollenary_2-warm_wc-vc_uk,2435,12.21,,,1.74,0.29,,,,,,7,,0,,0,,
2020-10-02,engagers-30-fb_all-placements,vid-trustpilot-charlotte-mickteltitles-V3-1:1,pollenary_2-warm_wc-vc_uk,4174,24.00,,,1.26,0.46,,,,,,18,,0,1,0,,1
2020-10-02,engagers-30-ig_all-placements,onhold-cowboys_single,pollenary_2-warm_wc-vc_uk,557,3.37,,,1.69,0.36,,,,,,2,,0,,0,,
2020-10-02,engagers-30-ig_all-placements,vid-trustpilot-charlotte-mickteltitles-V3-1:1,pollenary_2-warm_wc-vc_uk,1456,9.73,,,1.39,0.48,,,,,,7,,0,,0,,
2020-10-02,life-insurance-25-44_all-placements,swingers-v2-4:5_video,pollenary_1-cold_wc-registration_uk-interests,2058,14.03,,,2.34,0.29,,2,,,,6,,0,,0,,
2020-10-02,life-insurance-25-44_all-placements,upsizing-cheeseburger_single_pid,pollenary_1-cold_wc-registration_uk-interests,9749,65.14,,,7.24,0.09,,,,,,9,,0,,0,,
2020-10-02,life-insurance-25-44_all-placements,upsizing_single,pollenary_1-cold_wc-registration_uk-interests,2933,21.14,,,5.29,0.14,,,,,,4,,0,,0,,
2020-10-02,life-insurance_all-placements_chipolata-animatic-1_w39-2020,chipolata-animatic_video_w39-2020,pollenary_0-incubator-creative_wc-registration_uk,12080,150.37,,,6.01,0.21,,2,,,,25,,0,,0,,
2020-10-02,life-insurance_all-placements_upsizing-30s-video_single_w39-2020,upsizing-30s-video_single_w39-2020,pollenary_0-incubator-creative_wc-registration_uk,16534,152.74,,,2.21,0.42,,3,,,,68,,0,2,0,,4
2020-10-02,online-entertainment-25-54_all-placements,swingers-v2-4:5_video,pollenary_1-cold_wc-registration_uk-interests,3141,24.18,,,1.42,0.54,,,,,,17,,0,,0,,
2020-10-02,online-entertainment-25-54_all-placements,upsizing-cheeseburger_single_pid,pollenary_1-cold_wc-registration_uk-interests,43748,278.44,1.00,278.44,2.87,0.22,,14,,,,96,,0,2,1.8,,8
2020-10-02,online-entertainment-25-54_all-placements,upsizing_single,pollenary_1-cold_wc-registration_uk-interests,51872,336.08,1.00,336.08,2.73,0.24,,11,,,,120,,0,,0.5,,4
