"customer_id","gender","age","likes_wine","likes_beer","likes_spirits","income","digital","social_media_usage","number_of_children","alcohol_connoisseur","premium_member","alcohol_units_per_week","hobby_travel","hobby_watch_sports","hobby_foodie"
"BQ00079074","F",67,1,1,0,"<£15K",5,"low",1,0,0,5,0,0,0
"XQ00020193","M",59,1,1,0,"£45-75K",2,"low",2,0,0,14,0,1,1
"PQ00016437","F",32,0,0,1,"£30-45K",3,"low",2,1,1,14,0,0,0
"XQ0008768","M",71,0,0,0,"<£15K",1,"low",3,0,0,4,0,1,0
"AQ00074651","F",71,0,0,1,"£30-45K",4,"med",0,0,0,6,0,0,1
"BQ00075442","M",38,0,0,0,"£15-30K",1,"high",1,0,0,8,0,1,0
"BQ00039737","F",44,1,0,1,"£30-45K",2,"low",0,1,0,9,0,0,0
"AQ00063060","F",40,1,0,1,"£15-30K",1,"low",0,1,0,6,0,1,0
"ZQ00094343","M",27,0,0,0,"<£15K",2,"low",2,1,1,3,0,1,0
"XQ00070811","M",71,0,1,1,"£15-30K",4,"low",3,1,0,4,0,1,0
"BQ0005912","F",46,1,1,0,"£30-45K",1,"high",1,0,0,8,0,1,0
"BQ00011051","M",21,0,0,0,"<£15K",1,"high",2,0,0,5,0,1,0
"ZQ0005194","M",31,1,1,0,"£45-75K",2,"high",0,0,0,5,1,0,1
"BQ00017404","F",56,1,0,0,"£15-30K",3,"low",1,1,0,5,0,0,0
"ZQ0005394","M",68,0,0,1,"£15-30K",4,"med",2,0,0,6,0,1,0
"ZQ0001389","M",69,0,1,1,"£15-30K",2,"low",1,0,0,9,0,0,1
"ZQ00050354","M",70,1,1,0,"£30-45K",3,"med",1,0,0,7,0,1,1
"PQ00016942","M",20,1,0,0,"£30-45K",1,"med",0,0,0,11,0,0,0
"PQ00015091","M",45,0,0,0,"£75K+",1,"low",2,0,0,8,0,0,1
"ZQ00060001","F",46,1,0,0,"£15-30K",1,"high",1,1,0,8,1,1,1
"BQ00069712","F",71,1,0,1,"<£15K",2,"med",0,0,0,13,0,1,0
"BQ0001955","M",37,0,1,0,"£45-75K",1,"low",1,0,0,1,0,1,1
"XQ00024908","M",47,0,0,1,"£30-45K",1,"low",0,1,0,13,1,0,1
"PQ00042353","M",45,0,0,1,"£15-30K",4,"low",0,1,1,9,1,1,1
"BQ00067846","F",68,1,1,0,"£15-30K",2,"high",1,1,0,8,0,0,0
"AQ0006650","F",51,1,0,1,"£30-45K",2,"high",2,0,0,4,0,0,0
"XQ00025500","M",65,0,0,0,"<£15K",5,"med",1,1,0,5,0,0,0
"PQ0005026","F",42,0,1,1,"£30-45K",1,"low",2,1,1,12,0,0,0
"AQ00062166","M",46,0,0,0,"£45-75K",2,"low",1,0,1,9,0,1,0
"BQ00078471","F",37,1,1,1,"£45-75K",3,"low",0,0,1,10,0,0,1
"PQ00030424","M",19,0,0,1,"<£15K",1,"low",0,0,0,4,0,1,0
"BQ00017261","M",70,0,0,0,"<£15K",1,"high",0,1,0,8,0,1,0
"AQ00028012","F",35,0,1,0,"£30-45K",1,"low",0,0,0,3,1,1,1
"XQ00019347","U",19,1,1,1,"£15-30K",1,"med",0,1,1,12,1,1,0
"BQ00063363","F",42,0,0,1,"£15-30K",1,"low",1,0,0,12,0,0,0
"AQ00090865","F",20,0,1,0,"£30-45K",1,"med",0,0,0,3,0,1,0
"XQ00071817","F",38,0,1,0,"£45-75K",3,"low",1,0,0,5,0,0,1
"BQ00013222","M",38,0,0,0,"£45-75K",1,"high",1,1,0,18,0,1,0
"ZQ00096580","M",41,1,0,1,"£15-30K",1,"low",1,1,1,20,0,1,0
"ZQ0009717","M",38,1,1,1,"£30-45K",3,"low",1,0,0,9,0,0,1
"BQ00085851","U",49,1,0,0,"£15-30K",4,"low",3,1,0,10,0,1,0
"XQ00038992","M",72,0,0,0,"<£15K",3,"low",0,0,0,9,1,1,0
"BQ00053034","M",47,1,0,0,"£45-75K",3,"low",2,1,0,11,1,0,1
"XQ00077884","M",45,0,1,1,"£15-30K",1,"high",1,0,0,9,0,1,0
"BQ00023893","M",63,1,0,1,"£15-30K",4,"high",1,0,0,9,0,0,0
"AQ00099198","F",67,0,0,0,"<£15K",3,"low",3,0,0,3,0,1,1
"BQ00052948","M",49,1,0,0,"£30-45K",1,"low",1,0,0,15,1,1,0
"PQ00067058","M",44,0,0,1,"£30-45K",3,"low",1,0,1,22,1,1,0
"AQ00021336","M",18,1,1,0,"£30-45K",1,"high",1,0,0,8,1,0,1
"ZQ00067088","U",39,0,0,1,"£30-45K",1,"low",1,0,1,14,0,0,0
"ZQ00075002","F",21,1,0,0,"£30-45K",1,"high",0,0,0,16,0,1,0
"AQ00083533","M",21,1,1,0,"£30-45K",1,"low",3,0,0,14,1,0,1
"BQ00048504","M",74,1,0,0,"£15-30K",2,"med",3,0,0,2,0,1,0
"ZQ00016187","M",49,0,0,1,"£45-75K",1,"low",1,0,0,12,0,1,1
"XQ00047295","F",48,0,0,1,"£45-75K",4,"high",2,0,0,7,0,1,1
"XQ00058270","M",45,0,0,0,"£45-75K",3,"low",0,0,0,6,0,1,0
"AQ00043794","F",21,0,0,1,"<£15K",1,"med",0,0,0,10,0,1,0
"XQ00012646","F",21,1,0,0,"<£15K",1,"med",0,0,0,6,0,1,0
"XQ00062023","M",61,1,0,0,"£15-30K",2,"low",1,1,1,12,0,1,0
"XQ00037075","M",36,0,0,1,"£15-30K",1,"med",2,0,1,16,0,1,0
"XQ00046889","M",43,0,0,1,"£30-45K",3,"low",3,0,0,9,0,0,1
"BQ00040789","M",39,0,0,0,"£15-30K",4,"med",0,0,0,9,0,1,0
"PQ00098684","F",42,0,0,0,"<£15K",1,"low",0,0,0,3,0,1,0
"BQ00033869","F",39,1,1,1,"£30-45K",5,"med",4,0,0,2,1,1,0
"AQ00097181","F",49,0,0,1,"£15-30K",2,"high",3,0,0,2,0,1,0
"AQ0007512","F",62,0,0,0,"£30-45K",1,"low",2,0,0,7,0,1,1
"BQ00090889","M",67,0,0,1,"£15-30K",3,"low",2,1,1,12,0,0,0
"PQ00029278","M",27,0,1,0,"£15-30K",1,"low",1,1,1,10,0,1,0
"AQ00046221","M",47,1,1,1,"£15-30K",4,"low",2,1,0,7,0,1,0
"PQ0008396","F",18,1,0,0,"<£15K",1,"med",0,0,0,5,0,1,0
"ZQ00017139","M",73,0,0,1,"£15-30K",1,"low",2,1,0,9,0,1,0
"PQ00034840","M",38,0,0,0,"£15-30K",1,"low",4,0,0,5,0,0,0
"AQ00067930","F",72,1,0,1,"£15-30K",5,"low",1,1,0,1,0,1,0
"BQ00032987","F",60,1,1,0,"£15-30K",1,"low",1,0,0,5,1,1,0
"ZQ00067458","M",42,1,1,1,"£45-75K",4,"low",0,0,0,2,0,1,1
"PQ00087578","M",65,0,1,0,"<£15K",3,"low",1,0,0,7,1,1,0
"ZQ00051553","F",64,1,1,1,"£30-45K",3,"low",1,0,0,8,1,0,1
"ZQ00079585","F",72,0,0,0,"<£15K",3,"high",0,0,1,8,0,1,0
"AQ00031936","M",48,1,0,1,"£15-30K",1,"med",1,0,0,3,0,0,0
"XQ00012609","M",70,0,0,0,"<£15K",5,"low",0,0,0,2,0,1,0
"XQ00034712","M",48,0,0,1,"£30-45K",2,"med",1,0,0,2,0,0,0
"BQ00043784","M",48,0,0,0,"£45-75K",1,"med",1,0,0,11,0,0,1
"PQ00075132","M",43,0,0,1,"£30-45K",1,"med",1,1,0,11,1,1,0
"BQ00041835","F",67,0,0,0,"<£15K",2,"low",1,0,0,8,0,1,0
"PQ00052178","F",63,1,0,1,"£30-45K",1,"low",1,1,1,10,0,1,1
"XQ00047007","F",20,1,0,0,"<£15K",1,"high",0,0,0,6,0,1,0
"AQ00073018","M",60,0,1,0,"£45-75K",1,"low",1,0,1,3,0,1,1
"XQ00095183","M",74,0,1,0,"£45-75K",2,"low",1,0,0,8,0,0,1
"BQ00037025","M",40,0,0,1,"<£15K",4,"med",2,1,1,16,0,0,1
"AQ00077858","M",61,0,1,0,"£30-45K",3,"high",1,0,0,5,0,0,0
"BQ00088108","F",67,1,0,1,"£30-45K",3,"low",0,1,0,8,0,1,1
"PQ00018551","M",18,1,0,0,"£15-30K",1,"high",1,0,1,9,0,1,1
"ZQ00072336","U",19,0,0,0,"£15-30K",1,"high",0,1,0,5,0,0,0
"BQ00091729","F",21,1,0,1,"£30-45K",1,"high",0,0,0,11,1,0,1
"ZQ00036310","M",42,0,0,0,"<£15K",3,"med",2,0,0,12,0,1,1
"BQ00042589","M",35,0,0,0,"£30-45K",1,"med",2,0,0,11,0,1,0
"PQ00032641","M",43,0,0,0,"£75K+",1,"med",1,1,0,13,0,0,1
"ZQ00019804","M",39,0,0,1,"<£15K",1,"med",1,1,0,9,0,0,0
"PQ00096830","F",67,0,1,0,"£15-30K",4,"low",1,1,0,9,0,0,0
"ZQ00026945","M",68,0,0,1,"£15-30K",5,"low",0,1,0,7,0,1,1
"XQ00091877","F",70,0,1,0,"<£15K",3,"low",1,0,1,10,0,1,0
"AQ00093539","M",46,1,0,1,"£30-45K",1,"low",2,0,0,8,0,1,0
"XQ00021842","U",72,0,0,0,"£15-30K",2,"high",0,1,1,9,0,1,0
"BQ00033459","M",69,0,0,1,"<£15K",3,"low",1,0,0,8,0,1,0
"XQ00045228","F",33,1,0,0,"£30-45K",2,"low",3,0,0,7,0,0,1
"XQ00016568","M",20,0,0,1,"<£15K",1,"high",0,0,0,2,0,1,0
"BQ00075259","M",37,1,0,1,"£15-30K",2,"low",1,0,0,11,1,0,0
"PQ00086477","F",67,0,0,1,"£15-30K",1,"low",0,1,0,4,0,1,1
"XQ00096233","F",46,0,1,0,"£15-30K",1,"low",1,1,0,14,0,1,0
"PQ00023380","M",49,0,0,1,"£15-30K",1,"low",0,0,0,16,0,1,0
"ZQ00078224","M",37,0,0,1,"£15-30K",4,"med",0,0,0,2,0,1,1
"PQ00096449","M",39,1,1,0,"£45-75K",2,"low",3,0,0,2,0,0,1
"BQ00062824","F",41,0,1,1,"£30-45K",2,"low",2,0,0,9,1,0,0
"PQ00069364","F",40,1,1,0,"£45-75K",1,"high",2,0,0,5,0,0,1
"PQ00068469","M",39,1,0,0,"£45-75K",1,"low",0,0,0,5,0,1,1
"XQ00097270","M",68,1,0,0,"£15-30K",4,"low",1,1,0,2,0,1,1
"AQ00054736","M",48,1,1,0,"£15-30K",1,"low",1,0,0,9,0,0,0
"PQ00072652","F",37,0,0,0,"£30-45K",2,"low",4,0,0,5,0,0,0
"XQ00039635","F",19,0,1,1,"£15-30K",1,"high",0,1,1,2,0,1,0
"PQ00029015","F",73,1,0,1,"<£15K",3,"low",4,0,0,11,0,1,0
"AQ00083279","M",36,1,0,0,"£45-75K",5,"low",0,0,1,28,0,0,1
"PQ00049405","M",45,1,0,0,"£45-75K",4,"high",2,0,0,8,0,0,1
"AQ00015425","M",46,1,0,1,"£30-45K",1,"med",0,1,0,7,0,0,1
"PQ00021184","M",68,0,0,1,"<£15K",5,"low",1,0,0,12,0,1,0
"PQ00024434","M",49,0,0,0,"£15-30K",5,"low",1,1,0,11,0,0,0
"ZQ0001395","M",62,0,0,0,"£15-30K",1,"med",1,0,0,16,0,1,0
"ZQ00035443","M",49,0,1,1,"£45-75K",4,"med",1,0,0,5,0,0,1
"PQ00055251","M",20,1,0,0,"<£15K",1,"high",1,0,0,5,0,1,0
"PQ00091208","F",68,1,1,1,"£15-30K",3,"low",0,0,0,8,0,0,0
"PQ0005298","F",61,0,0,0,"£15-30K",4,"low",0,1,0,5,0,0,0
"BQ00095005","M",38,0,0,0,"£30-45K",1,"high",2,1,1,6,0,0,0
"XQ00069737","M",18,0,0,0,"£15-30K",1,"med",0,0,0,3,0,1,0
"ZQ00099869","F",41,1,0,0,"£15-30K",2,"low",1,0,0,6,0,1,1
"AQ00020118","M",50,0,0,0,"£45-75K",2,"med",1,1,0,7,0,1,1
"BQ00045928","F",24,0,0,0,"£15-30K",1,"high",0,0,0,12,0,0,0
"XQ00018628","M",29,0,0,1,"£15-30K",2,"high",1,1,0,6,0,1,0
"PQ0006239","M",70,0,0,0,"£15-30K",1,"med",0,0,0,3,0,1,0
"AQ00036263","M",66,0,0,0,"<£15K",4,"med",2,0,1,6,0,1,0
"AQ00064616","M",59,0,1,0,"£15-30K",4,"low",2,0,0,5,0,1,0
"PQ00071844","M",28,0,0,1,"£15-30K",1,"low",0,0,0,9,0,1,0
"XQ00060821","M",44,0,0,1,"£30-45K",3,"low",1,1,0,6,0,1,1
"AQ00049052","F",66,0,0,0,"<£15K",3,"low",4,0,0,0,0,0,0
"AQ00028744","M",37,0,0,1,"£15-30K",1,"low",1,1,0,10,0,1,0
"AQ00048553","F",68,0,0,0,"£15-30K",4,"high",4,1,0,8,1,1,1
"ZQ00082434","M",44,0,0,1,"£15-30K",1,"low",2,0,0,4,0,1,1
"PQ00012","F",18,1,0,0,"<£15K",1,"high",0,0,0,8,0,1,0
"AQ00026144","M",18,0,0,0,"£15-30K",3,"med",0,0,0,12,0,1,1
"XQ00017514","F",39,1,1,1,"£75K+",1,"low",3,0,1,11,1,0,0
"BQ00066343","M",56,0,0,0,"£45-75K",2,"high",2,1,0,5,0,1,1
"XQ0009770","M",60,0,0,1,"£75K+",2,"med",1,0,0,3,1,1,1
"PQ00090581","M",19,0,0,1,"<£15K",1,"low",0,0,0,9,0,1,0
"XQ00026569","M",69,0,0,0,"£15-30K",2,"high",3,1,0,3,0,1,0
"BQ0006339","M",63,0,0,1,"£15-30K",2,"high",2,0,0,5,0,1,1
"PQ00065363","M",33,0,0,0,"<£15K",1,"high",1,0,1,10,0,1,0
"PQ00055108","M",37,0,0,1,"£15-30K",1,"med",1,1,0,5,0,1,0
"AQ0003805","F",21,0,0,0,"£15-30K",1,"high",0,1,0,5,0,1,0
"ZQ0006029","M",40,0,0,1,"£30-45K",1,"low",2,1,1,21,1,1,1
"AQ00033818","M",44,1,1,1,"£45-75K",1,"low",1,1,0,19,0,0,1
"ZQ00044405","F",50,0,0,1,"£45-75K",1,"low",2,0,0,9,0,0,1
"BQ00014562","M",38,1,0,1,"£15-30K",1,"low",0,0,1,15,0,1,0
"BQ00068053","U",47,0,1,1,"£45-75K",1,"low",3,1,1,10,0,0,0
"AQ0008781","M",37,1,0,0,"£15-30K",1,"low",1,1,0,4,0,1,0
"AQ00077557","F",21,0,0,0,"£15-30K",1,"high",0,0,0,5,0,0,1
"ZQ00022444","M",42,0,1,1,"£15-30K",1,"med",2,0,0,8,0,1,0
"ZQ00031872","M",36,0,1,0,"£30-45K",1,"low",3,1,0,8,0,1,0
"AQ00046647","M",45,0,1,0,"£30-45K",3,"low",4,0,0,3,1,1,1
"AQ00012217","M",64,1,0,0,"£15-30K",2,"low",2,0,0,8,0,1,1
"AQ00057352","F",21,1,1,0,"<£15K",1,"med",0,0,0,3,0,1,0
"PQ00095627","M",74,1,0,0,"<£15K",2,"high",3,1,0,8,0,1,0
"PQ00011347","F",63,0,0,0,"£15-30K",2,"high",1,0,0,7,0,1,1
"AQ00099013","M",24,1,0,0,"<£15K",1,"low",0,0,1,3,0,1,1
"AQ00075289","U",63,0,1,0,"£15-30K",2,"med",1,0,1,15,1,1,0
"PQ00011440","M",35,0,0,1,"£30-45K",2,"low",2,1,1,7,0,1,1
"ZQ00071531","M",38,0,1,0,"<£15K",1,"low",0,1,0,3,0,1,0
"XQ00096110","F",70,0,1,0,"£30-45K",5,"low",0,0,0,12,0,1,1
"BQ00059750","F",38,0,0,1,"£30-45K",1,"low",2,1,0,15,0,1,1
"ZQ0008321","F",65,1,0,0,"£30-45K",2,"low",0,0,0,3,1,1,1
"XQ00071108","M",21,0,1,0,"£15-30K",1,"high",0,0,0,2,0,1,0
"PQ00026648","M",62,0,1,0,"£30-45K",2,"low",2,0,0,3,0,0,1
"BQ00011033","M",45,0,1,0,"£30-45K",4,"med",0,0,0,10,0,1,0
"ZQ00029890","M",20,0,1,0,"<£15K",1,"high",3,0,0,9,0,1,0
"BQ00016264","M",66,1,0,0,"£15-30K",3,"low",2,1,0,4,0,0,0
"AQ00085105","F",72,0,0,1,"<£15K",2,"low",2,0,0,5,0,1,0
"XQ00039721","M",72,0,0,0,"£15-30K",4,"med",1,1,0,2,0,1,0
"AQ00028171","F",70,1,1,0,"£15-30K",1,"med",2,1,0,2,0,1,0
"BQ00069459","M",70,1,0,1,"£30-45K",3,"low",1,1,0,6,1,1,1
"XQ00051324","F",35,0,0,0,"£15-30K",3,"low",3,1,0,10,0,1,1
"PQ00066413","M",19,0,0,0,"<£15K",1,"med",0,0,0,6,0,0,0
"PQ00014371","M",44,0,0,1,"£15-30K",4,"low",4,1,0,3,0,1,0
"XQ00088121","F",36,1,1,0,"<£15K",3,"med",0,0,1,19,0,1,1
"XQ00029460","M",74,0,1,1,"£45-75K",4,"low",2,1,0,9,1,0,1
"PQ00018554","F",65,1,1,0,"<£15K",5,"low",1,1,0,8,0,1,0
"AQ00035012","M",44,0,0,1,"£15-30K",1,"high",1,0,0,9,0,1,0
"PQ00070327","U",45,1,1,0,"£15-30K",1,"med",0,0,0,1,0,1,0
"ZQ00056456","F",39,1,0,0,"£30-45K",1,"low",1,0,0,7,0,1,1
"AQ00025437","F",65,0,0,0,"£15-30K",2,"low",4,1,0,15,0,1,0
"XQ00086082","M",62,1,1,1,"£45-75K",3,"low",2,1,0,11,0,1,1
"XQ00066868","M",36,1,0,0,"£45-75K",1,"low",0,0,0,3,0,0,1
"ZQ0001963","F",50,0,1,0,"<£15K",5,"low",1,0,0,10,1,1,0
"XQ00041923","M",60,0,1,0,"£15-30K",1,"high",2,0,1,6,0,1,1
"PQ00035425","F",44,0,0,1,"£15-30K",2,"low",3,0,0,4,0,1,0
"PQ00074155","M",38,0,0,1,"£15-30K",1,"low",1,0,0,2,0,0,0
"AQ00094099","M",38,0,1,1,"£15-30K",4,"med",1,1,0,8,0,1,0
"XQ00023956","M",61,1,0,1,"£15-30K",1,"high",3,1,0,1,0,1,0
"ZQ00039407","F",65,1,0,1,"<£15K",2,"low",1,0,0,1,0,1,1
"PQ00095163","M",48,0,0,1,"£15-30K",2,"med",1,1,0,12,0,1,0
"BQ00062412","F",74,0,0,0,"£15-30K",3,"med",1,0,0,5,0,0,0
"ZQ00024268","M",72,0,0,1,"<£15K",5,"med",2,1,0,3,0,1,0
"AQ0007978","M",68,0,0,0,"<£15K",5,"low",0,1,0,6,0,1,1
"PQ00082288","F",57,0,1,0,"£15-30K",3,"low",0,0,0,3,0,1,0
"BQ00035516","M",72,1,0,0,"<£15K",1,"low",1,0,0,8,0,1,1
"PQ00059290","F",39,0,1,1,"£30-45K",1,"med",0,0,0,5,0,1,0
"XQ00095344","F",63,0,0,1,"£30-45K",1,"low",2,1,0,5,0,0,1
"ZQ00022446","M",34,0,0,0,"£30-45K",4,"high",0,0,0,7,0,0,1
"AQ00091212","M",72,1,0,0,"£15-30K",4,"low",2,0,0,18,0,1,0
"ZQ00023073","M",42,1,1,0,"£45-75K",2,"med",1,1,0,5,0,1,1
"XQ00015778","F",45,0,0,1,"£30-45K",3,"low",0,1,0,9,1,0,0
"ZQ0007033","F",69,0,0,0,"<£15K",2,"low",1,0,0,8,0,0,1
"PQ0007610","F",43,0,0,1,"£30-45K",1,"low",4,0,0,11,0,0,1
"AQ00031080","F",61,1,0,1,"£45-75K",2,"low",1,0,1,22,0,0,1
"ZQ00095504","F",52,1,1,0,"<£15K",2,"low",3,0,0,11,0,1,1
"AQ00047639","M",71,1,1,0,"£15-30K",3,"med",0,0,0,6,0,1,1
"AQ00035003","F",18,0,0,0,"<£15K",1,"med",0,0,0,12,1,1,0
"AQ00037206","M",65,0,0,1,"£15-30K",5,"med",1,0,0,12,0,1,1
"ZQ00080668","F",47,1,0,1,"£15-30K",5,"low",0,0,0,2,0,1,0
"PQ00036004","M",58,0,0,0,"£30-45K",3,"high",4,0,0,4,0,1,1
"BQ00034511","F",38,0,0,0,"£15-30K",2,"high",0,1,0,4,0,1,1
"ZQ00040792","F",60,1,1,0,"£45-75K",2,"low",1,1,0,2,0,1,0
"XQ00040285","M",63,1,0,0,"£15-30K",4,"low",1,0,0,10,0,1,0
"PQ00027731","M",59,0,0,1,"£15-30K",3,"med",1,0,1,13,0,1,1
"BQ00017297","M",54,1,0,1,"£30-45K",2,"med",1,0,0,7,0,0,1
"XQ00010503","F",64,0,0,0,"<£15K",1,"med",1,1,1,6,0,0,0
"BQ00041461","M",41,1,1,0,"£75K+",2,"low",1,1,1,14,1,1,1
"ZQ00015949","M",39,1,0,0,"£45-75K",1,"med",0,1,0,10,0,0,1
"ZQ00021977","M",44,0,1,0,"£45-75K",2,"med",2,1,0,1,0,0,0
"ZQ00068052","F",66,0,0,1,"£15-30K",4,"low",1,0,0,11,0,1,0
"BQ00088935","F",50,0,0,1,"£30-45K",2,"med",0,1,0,2,0,1,0
"XQ00098644","M",44,0,1,0,"£45-75K",2,"med",2,0,1,5,0,0,1
"ZQ00037302","M",40,0,0,0,"£75K+",1,"low",1,1,0,5,0,1,1
"AQ00026408","M",50,0,0,0,"£45-75K",1,"low",0,0,0,8,0,1,1
"BQ00050739","F",75,0,0,1,"£15-30K",2,"low",1,1,0,21,1,1,0
"ZQ00090304","M",39,1,0,0,"<£15K",5,"low",1,0,0,7,0,1,0
"ZQ00078216","M",35,1,1,0,"£30-45K",1,"med",1,1,0,8,1,0,0
"BQ00013153","F",42,0,1,0,"£15-30K",2,"low",0,0,0,8,0,1,0
"PQ00061932","F",46,0,1,0,"£15-30K",2,"low",2,0,1,1,0,1,0
"XQ00097556","M",43,1,0,0,"£30-45K",3,"med",1,0,0,12,0,1,1
"BQ00044438","M",66,0,0,0,"£15-30K",3,"high",2,0,0,2,1,1,0
"PQ00056639","F",23,1,0,1,"£15-30K",2,"high",0,0,0,5,0,1,1
"AQ00099673","F",36,1,0,0,"£30-45K",1,"low",1,0,0,3,0,1,0
"AQ00086831","F",49,0,1,1,"£30-45K",1,"low",0,0,1,14,1,1,1
"ZQ00099288","F",40,1,0,0,"£45-75K",3,"high",1,0,0,7,0,1,0
"BQ0009397","F",23,1,0,0,"<£15K",1,"high",1,0,0,6,0,1,1
"BQ00077752","F",62,0,0,1,"£30-45K",2,"low",1,1,0,10,0,1,0
"BQ00017299","F",54,0,1,1,"<£15K",1,"low",1,0,0,7,0,1,0
"ZQ00011132","M",47,0,1,1,"£45-75K",3,"low",1,1,0,9,0,0,1
"XQ00096883","M",63,0,0,0,"£30-45K",1,"low",0,0,0,11,0,0,0
"PQ00053135","M",72,1,1,0,"<£15K",2,"med",1,1,0,1,0,1,0
"PQ00023150","F",21,0,0,0,"<£15K",1,"high",0,1,0,13,0,1,0
"ZQ00081489","F",37,0,1,1,"£15-30K",1,"low",3,0,0,9,0,1,1
"XQ00054892","M",48,1,0,0,"£30-45K",2,"low",0,1,0,8,0,1,0
"AQ00059983","M",44,0,0,1,"£30-45K",1,"low",0,0,1,5,0,0,1
"AQ00036797","M",60,1,0,1,"£45-75K",1,"low",0,0,0,9,0,1,1
"PQ00051168","M",20,0,0,0,"£30-45K",3,"med",2,0,0,0,0,0,1
"AQ00021325","M",42,1,0,0,"£15-30K",4,"low",3,0,0,8,0,1,0
"BQ00012169","F",69,0,1,1,"<£15K",3,"low",2,0,0,8,0,0,1
"PQ00066093","M",48,0,0,0,"£45-75K",1,"low",3,0,1,6,0,1,0
"AQ00018298","M",19,1,0,0,"<£15K",2,"high",0,1,0,1,0,1,0
"BQ0004582","M",47,0,0,1,"£15-30K",2,"low",2,0,0,13,0,1,1
"ZQ00039388","M",20,1,1,0,"<£15K",1,"high",0,0,0,3,0,1,0
"XQ00095885","F",37,1,0,1,"£30-45K",3,"low",0,0,0,6,0,1,0
"BQ00010545","M",64,0,0,0,"£15-30K",3,"low",1,0,0,9,0,1,0
"PQ00014879","M",74,1,0,1,"<£15K",2,"low",2,0,0,2,0,1,0
"XQ00055363","M",45,0,0,0,"£15-30K",1,"low",4,1,0,10,0,1,0
"PQ00032548","M",66,0,0,0,"£30-45K",4,"low",2,1,0,4,0,1,0
"ZQ00091446","M",34,0,1,1,"£15-30K",2,"med",0,1,1,5,0,1,0
"PQ00042166","M",20,1,1,1,"<£15K",3,"high",1,0,0,6,0,1,1
"PQ00046925","M",56,0,1,1,"£75K+",1,"low",3,0,0,11,0,1,1
"ZQ00070929","M",35,0,0,1,"£45-75K",1,"low",1,1,1,12,1,1,1
"PQ00049999","M",43,0,0,1,"£30-45K",2,"med",0,1,0,2,1,0,0
"XQ0007191","M",41,0,0,0,"£15-30K",1,"med",1,1,1,30,0,1,0
"AQ00081442","M",60,1,0,1,"£15-30K",1,"med",4,1,0,9,1,1,0
"BQ000339","M",20,0,0,1,"<£15K",1,"high",0,0,0,5,0,1,1
"AQ00070626","M",70,0,1,0,"<£15K",2,"high",1,0,0,5,1,1,0
"PQ00029411","M",62,0,0,0,"£15-30K",1,"low",1,0,0,14,0,1,1
"BQ00024556","F",68,1,0,1,"<£15K",5,"med",0,1,0,1,0,1,1
"BQ00041656","M",49,1,0,1,"£15-30K",5,"high",2,0,1,5,0,1,0
"AQ00067754","M",73,0,0,1,"£45-75K",3,"high",1,1,1,0,0,0,0
"PQ00076839","F",44,0,0,0,"£15-30K",2,"high",0,0,0,14,0,1,0
"BQ00043069","M",45,0,1,0,"£45-75K",2,"low",1,0,0,7,0,1,1
"PQ00015629","M",52,1,0,1,"£45-75K",4,"low",1,0,0,6,0,0,1
"AQ00068342","M",48,0,0,0,"£45-75K",1,"low",0,0,0,8,1,1,1
"BQ00040486","M",41,0,1,1,"£15-30K",4,"low",4,0,0,13,0,1,0
"PQ00066804","F",62,1,1,0,"£15-30K",3,"low",3,0,1,12,0,1,0
"XQ00086440","M",43,1,0,1,"£15-30K",1,"med",2,1,0,2,0,1,0
"AQ00022895","M",18,0,0,0,"<£15K",4,"med",0,0,0,6,1,1,0
"AQ00057422","F",28,0,1,0,"£15-30K",4,"med",0,0,0,6,0,1,0
"PQ00065236","M",52,1,0,0,"£30-45K",2,"med",0,1,0,16,1,1,1
"AQ00021550","M",42,0,0,0,"<£15K",1,"med",1,1,1,11,0,1,0
"PQ00045342","F",36,1,0,1,"£15-30K",2,"med",1,0,0,10,0,1,0
"PQ00041768","F",62,0,0,0,"£30-45K",2,"low",1,1,0,5,0,0,0
"PQ00083565","M",20,0,0,0,"£30-45K",1,"med",0,0,0,5,0,1,0
"BQ00059911","M",65,0,0,1,"£15-30K",3,"med",3,0,0,16,0,1,0
"PQ00063600","M",39,0,0,1,"£45-75K",1,"med",2,1,0,5,0,0,1
"XQ00012151","M",75,0,0,0,"£45-75K",4,"med",1,0,0,9,0,1,0
"ZQ00082818","F",61,0,0,0,"£30-45K",2,"low",1,0,1,12,0,0,0
"XQ0004797","M",45,0,0,1,"£30-45K",2,"low",1,0,0,1,0,1,0
"BQ00061148","F",20,0,0,0,"£30-45K",2,"high",0,0,0,3,0,0,1
"PQ00099880","F",19,1,1,1,"<£15K",1,"high",0,0,0,4,0,1,0
"PQ00059113","M",49,0,0,1,"£15-30K",1,"low",1,0,1,9,0,1,0
"AQ00021154","F",35,1,1,1,"£15-30K",1,"low",1,0,0,7,0,1,0
"AQ00053753","M",73,0,0,1,"£15-30K",2,"low",1,0,0,4,0,1,1
"BQ00037765","F",62,0,0,0,"£30-45K",3,"low",2,1,0,6,1,0,0
"XQ00020335","M",18,0,1,0,"£15-30K",1,"high",0,0,0,3,0,1,0
"ZQ0005870","F",39,1,0,1,"£15-30K",3,"med",0,0,0,1,0,1,0
"ZQ00047551","M",27,0,0,0,"£15-30K",3,"low",0,0,1,22,0,1,0
"XQ00099331","M",68,1,0,0,"<£15K",4,"low",1,1,0,7,0,0,0
