"customer_id","gender","age","likes_wine","likes_beer","likes_spirits","income","digital","social_media_usage","number_of_children","alcohol_connoisseur","alcohol_units_per_week","hobby_travel","hobby_watch_sports","hobby_foodie"
"PQ00018071","M",57,0,0,1,"£15-30K",1,"high",0,1,11,0,1,0
"XQ00054569","F",37,1,0,1,"£15-30K",1,"low",2,1,11,0,1,1
"AQ0004881","F",52,0,0,0,"£45-75K",1,"low",2,1,6,0,1,1
"ZQ00067563","M",42,0,1,0,"£45-75K",4,"high",0,1,22,0,1,1
"BQ00023207","F",48,0,0,0,"£30-45K",1,"low",0,0,10,0,0,0
"PQ00035852","F",48,1,0,0,"<£15K",1,"low",1,1,8,0,1,0
"XQ00050709","M",62,1,0,0,"£30-45K",2,"low",2,0,8,1,1,0
"BQ00058500","M",43,0,0,1,"£75K+",3,"high",2,0,14,0,1,0
"ZQ00049817","M",49,0,0,1,"£15-30K",2,"low",1,1,3,1,0,0
"ZQ00043857","F",37,1,0,0,"£45-75K",5,"low",2,0,6,0,1,0
"AQ00095319","M",40,1,0,1,"£15-30K",1,"low",1,0,4,0,1,0
"BQ00026540","F",48,0,1,0,"£30-45K",1,"low",0,1,11,0,0,1
"XQ0003651","M",73,1,1,0,"£15-30K",5,"low",0,1,4,0,1,0
"PQ00017675","M",21,1,0,0,"£15-30K",1,"med",0,0,6,0,1,0
"PQ0008902","F",47,0,0,0,"£30-45K",2,"low",4,0,6,0,0,0
"ZQ00036729","M",37,0,1,1,"£30-45K",4,"high",0,1,3,1,1,1
"BQ00050017","F",64,1,0,0,"£45-75K",1,"low",3,1,4,0,1,1
"ZQ0007546","M",21,0,0,0,"<£15K",1,"high",4,0,9,0,1,0
"PQ00050177","M",47,0,1,1,"£45-75K",1,"low",1,1,6,0,1,1
"AQ00015263","F",21,1,0,1,"£30-45K",1,"high",0,0,5,0,0,1
"BQ00022710","M",47,1,1,0,"£15-30K",1,"low",2,0,7,0,1,0
"AQ00053140","M",75,1,0,0,"<£15K",2,"high",1,1,20,0,1,1
"ZQ00077596","M",49,0,1,0,"£15-30K",2,"low",3,0,7,0,0,0
"ZQ00028250","M",20,1,1,0,"<£15K",1,"high",2,1,8,0,1,0
"PQ00025848","F",58,1,0,1,"£15-30K",1,"low",0,0,9,0,1,0
"PQ00021931","F",66,0,1,1,"£15-30K",3,"low",2,1,3,0,0,0
"AQ00096819","M",38,0,0,0,"<£15K",1,"med",0,0,7,0,1,0
"AQ00043662","M",18,0,0,1,"£15-30K",1,"high",1,0,14,0,1,0
"PQ00070219","F",21,0,0,0,"<£15K",1,"high",1,0,5,0,0,0
"BQ00020951","M",66,0,0,0,"£15-30K",4,"med",2,1,16,0,1,0
"AQ00026407","F",35,0,1,1,"£30-45K",3,"low",3,1,5,1,0,1
"PQ00027106","F",29,0,0,0,"£15-30K",3,"med",1,1,19,0,1,0
"AQ00071443","M",75,0,0,1,"£15-30K",3,"med",1,1,2,0,1,0
"PQ00095162","F",47,0,0,0,"£30-45K",2,"med",0,0,6,0,0,0
"ZQ00034677","F",64,1,0,1,"<£15K",1,"med",3,0,9,0,1,0
"BQ00053088","M",20,1,1,1,"£15-30K",1,"high",0,0,10,0,1,1
"PQ0007997","F",39,0,0,1,"£30-45K",1,"low",2,0,19,0,1,0
"AQ00059420","M",43,1,0,0,"£30-45K",3,"high",1,0,13,1,0,0
"BQ00034149","M",24,1,0,1,"£30-45K",1,"high",0,1,8,0,0,0
"BQ00035446","M",37,0,1,0,"£30-45K",1,"high",0,1,3,1,1,0
"BQ00026451","M",42,0,0,0,"£30-45K",4,"low",1,1,6,0,1,1
"ZQ00015276","M",37,0,1,0,"£30-45K",5,"low",0,1,6,1,0,0
"XQ00080743","F",18,0,1,0,"<£15K",1,"high",0,1,12,0,1,0
"AQ00066402","M",30,0,0,1,"£15-30K",1,"low",1,0,9,0,0,0
"PQ0006694","F",46,0,1,0,"£30-45K",2,"low",1,0,3,0,0,1
"PQ00070048","F",68,1,0,1,"£30-45K",3,"low",2,0,4,0,0,0
"ZQ00085325","M",47,1,1,0,"£30-45K",1,"low",0,0,5,0,0,0
"ZQ00073862","M",47,0,0,0,"£30-45K",2,"high",0,0,10,0,1,0
"BQ00096165","F",39,0,0,1,"£15-30K",5,"low",3,0,4,0,0,0
"XQ00011478","M",61,0,0,1,"£15-30K",4,"low",1,0,10,0,1,0
"XQ00034622","M",65,1,0,0,"£45-75K",5,"low",4,0,7,0,1,1
"XQ00076533","F",38,1,1,1,"£30-45K",3,"med",1,1,12,0,1,1
"XQ00097197","F",50,1,0,1,"£45-75K",3,"low",1,1,9,1,1,0
"AQ0004129","F",46,1,0,0,"£15-30K",1,"low",1,0,6,0,1,0
"XQ00074029","F",69,1,0,0,"<£15K",4,"low",1,1,3,1,0,0
"AQ00011151","M",64,1,0,0,"£45-75K",3,"low",0,0,8,0,1,0
"PQ00078154","M",45,0,0,1,"£45-75K",1,"low",3,1,4,0,1,1
"PQ0001186","F",65,1,0,1,"£45-75K",3,"low",2,0,6,0,0,1
"XQ00035361","F",72,0,0,0,"£15-30K",2,"low",1,1,2,0,1,0
"PQ00013728","M",46,1,0,0,"£30-45K",3,"high",4,0,7,0,0,0
"XQ00064054","M",40,1,0,0,"£75K+",3,"low",2,1,26,0,1,1
"AQ00028531","M",39,0,0,0,"£30-45K",2,"low",0,1,2,1,1,0
"BQ0007243","F",68,0,1,0,"£30-45K",1,"low",0,1,4,0,0,0
"AQ00047502","M",49,0,0,1,"£30-45K",1,"low",1,0,9,0,0,1
"XQ00086454","F",36,0,0,0,"£75K+",2,"med",0,0,13,1,0,0
"AQ00058366","F",47,0,1,1,"£45-75K",2,"med",1,0,6,1,0,1
"BQ00094194","F",74,1,1,1,"£30-45K",5,"low",1,0,13,0,1,0
"ZQ0005939","F",40,1,1,0,"£45-75K",3,"low",2,0,8,0,1,0
"PQ0003887","M",66,1,0,1,"<£15K",3,"high",1,0,2,0,1,0
"PQ00027915","M",48,1,1,0,"<£15K",1,"high",3,1,16,0,1,1
"PQ00055747","F",48,0,0,1,"£30-45K",3,"high",2,0,2,0,1,0
"PQ00076499","M",61,1,1,0,"£30-45K",1,"med",1,0,14,0,1,1
"BQ00076364","M",47,0,0,0,"£15-30K",1,"low",3,0,6,1,1,1
"AQ00059631","M",43,0,0,0,"£45-75K",1,"low",2,1,5,0,0,1
"XQ00014585","M",75,0,1,0,"<£15K",2,"med",4,0,7,0,1,0
"BQ00066222","M",65,0,1,1,"£15-30K",3,"med",1,0,4,0,1,0
"ZQ00049367","M",70,1,0,0,"£30-45K",5,"med",1,1,10,0,0,0
"PQ00038313","F",40,1,0,1,"£15-30K",1,"low",1,0,5,0,1,1
"PQ00084010","M",43,0,0,0,"£45-75K",4,"low",2,0,5,0,1,1
"AQ00061720","M",45,0,1,0,"£30-45K",4,"med",1,0,6,1,1,0
"ZQ00022685","M",37,1,0,1,"£15-30K",3,"low",4,0,6,0,1,0
"XQ00050900","M",67,0,1,1,"£15-30K",4,"low",0,1,9,0,1,1
"ZQ00033362","M",30,0,0,0,"£45-75K",3,"low",2,1,2,0,1,1
"XQ00087616","M",49,1,0,1,"£15-30K",2,"med",2,0,1,0,1,0
"XQ00055420","M",49,1,1,0,"£15-30K",2,"med",2,0,2,0,1,0
"XQ00068581","F",22,1,0,1,"£15-30K",1,"low",0,1,10,0,1,0
"BQ00089849","M",50,0,0,0,"£15-30K",3,"low",2,0,8,1,1,0
"PQ00076635","M",57,1,1,0,"£30-45K",4,"low",2,0,13,1,0,0
"XQ00030355","F",41,0,0,1,"£15-30K",3,"low",1,0,4,0,1,1
"BQ00095339","M",44,0,0,0,"£30-45K",2,"low",0,1,6,0,1,0
"AQ00090816","M",43,0,0,0,"£45-75K",1,"low",1,1,7,0,1,0
"PQ00021183","M",24,0,0,0,"£30-45K",1,"high",1,0,8,1,1,0
"XQ00024754","M",36,0,0,1,"£15-30K",1,"med",2,1,3,0,0,1
"BQ00029681","M",39,1,0,1,"£30-45K",1,"low",1,0,5,0,1,0
"XQ00026088","M",40,1,0,1,"<£15K",4,"low",0,0,12,0,1,1
"XQ00053408","M",40,1,1,1,"£15-30K",2,"med",2,1,5,0,1,0
"ZQ00011004","M",44,1,0,1,"£30-45K",4,"med",3,0,9,1,1,0
"XQ0008715","M",43,1,0,0,"£75K+",1,"med",1,0,1,0,1,0
"PQ00059837","M",64,0,1,0,"£30-45K",5,"low",2,1,9,0,1,0
"ZQ00087409","F",75,0,0,1,"£15-30K",5,"low",3,1,7,0,0,1
"BQ00034234","F",48,0,0,1,"£45-75K",2,"med",1,0,4,0,1,1
"BQ00080211","F",64,0,0,0,"<£15K",3,"low",0,1,23,0,1,0
"AQ00062763","M",50,1,0,0,"£30-45K",1,"low",0,1,9,0,0,1
"ZQ0001956","F",62,0,1,0,"£30-45K",1,"low",0,0,6,1,1,1
"ZQ00014230","F",42,1,1,0,"£45-75K",3,"med",4,1,5,0,1,0
"PQ00024448","M",19,0,0,0,"<£15K",3,"high",0,0,13,0,1,0
"XQ00094944","U",53,0,0,1,"£15-30K",2,"low",1,0,4,0,0,1
"BQ00061117","M",62,1,0,1,"£15-30K",3,"med",1,1,3,0,1,0
"XQ00084346","M",41,1,0,1,"£15-30K",4,"high",0,0,6,0,0,0
"ZQ00095809","M",64,0,1,0,"£15-30K",3,"low",2,0,2,0,0,1
"PQ00015553","M",25,0,0,1,"£15-30K",4,"low",1,1,9,0,0,0
"PQ0004439","M",23,1,0,1,"<£15K",1,"low",1,0,8,1,0,1
"XQ00074988","M",44,1,1,1,"£30-45K",4,"med",1,0,5,1,0,0
"ZQ00041377","M",19,1,0,0,"£15-30K",1,"med",0,0,4,0,0,0
"PQ00089730","F",50,0,1,1,"£45-75K",3,"med",2,0,8,0,0,0
"BQ00099142","F",19,1,0,0,"£15-30K",1,"high",0,0,22,1,0,0
"PQ0004749","F",62,0,0,0,"£45-75K",3,"low",2,0,7,0,0,1
"BQ00099270","M",45,0,0,0,"<£15K",1,"low",0,1,5,0,1,0
"XQ00026901","F",63,0,1,0,"£45-75K",4,"low",2,0,6,0,0,1
"BQ00037882","F",66,0,0,0,"<£15K",3,"low",0,0,4,0,1,0
"PQ00012748","M",74,0,1,0,"<£15K",5,"low",0,0,5,0,1,0
"BQ00075372","M",41,0,1,0,"£30-45K",4,"high",2,1,4,1,0,1
"AQ00013407","F",46,1,0,0,"£45-75K",3,"low",3,0,11,0,0,0
"PQ00041852","M",21,0,0,1,"£15-30K",1,"high",2,0,3,0,1,0
"PQ00095729","M",49,1,1,1,"£15-30K",5,"med",1,1,8,1,1,0
"ZQ00087253","M",72,1,0,1,"<£15K",5,"low",1,0,10,0,1,1
"AQ00053115","F",44,0,1,1,"£30-45K",3,"med",2,1,9,1,1,0
"PQ00068440","M",60,1,1,0,"£30-45K",4,"low",0,1,8,0,0,1
"BQ00078705","M",38,0,1,1,"£45-75K",2,"med",3,0,15,0,0,1
"ZQ00026649","F",27,0,0,0,"£15-30K",1,"low",0,1,11,0,1,0
"ZQ00069048","M",20,1,0,1,"£30-45K",2,"high",0,1,5,0,0,0
"BQ00012903","M",63,0,1,0,"£15-30K",2,"low",2,0,9,1,1,0
"AQ00098925","F",40,1,0,0,"£30-45K",2,"high",0,1,8,0,0,0
"AQ00057086","M",49,0,1,1,"£15-30K",1,"med",0,1,11,0,1,0
"ZQ00032022","F",46,1,1,0,"£45-75K",2,"high",1,0,8,0,1,1
"XQ00054488","F",50,0,0,0,"<£15K",2,"low",1,0,8,0,0,0
"PQ00051710","M",64,0,0,0,"£45-75K",3,"low",4,1,19,0,0,0
"XQ00087977","M",60,0,1,0,"£45-75K",1,"med",3,0,9,0,0,0
"XQ00032774","F",50,1,0,1,"£15-30K",2,"low",3,1,5,0,1,1
"XQ00010646","M",45,1,0,0,"£45-75K",3,"high",3,1,6,1,1,1
"AQ0006035","F",49,0,0,0,"£15-30K",3,"low",0,0,5,0,0,0
"XQ00050721","F",19,0,0,1,"£15-30K",1,"med",0,1,18,0,0,1
"AQ00079811","M",40,1,0,0,"£45-75K",5,"med",1,0,11,0,1,0
"XQ0007256","M",44,1,0,0,"£15-30K",2,"low",3,0,1,0,0,0
"PQ00097241","M",63,0,0,0,"£30-45K",1,"low",1,0,16,1,1,0
"ZQ00090647","M",47,0,0,0,"£15-30K",1,"low",0,0,6,0,1,0
"ZQ00075252","M",66,0,0,0,"£15-30K",2,"low",1,1,9,0,0,0
"ZQ0008041","M",75,0,1,0,"£15-30K",3,"med",0,1,0,0,0,0
"AQ00028071","M",43,0,0,0,"£45-75K",4,"low",2,0,14,0,0,1
"ZQ00014730","F",74,1,1,1,"<£15K",5,"low",1,1,4,1,1,0
"AQ00041915","M",19,0,0,0,"£30-45K",1,"med",2,1,2,1,0,0
"AQ00049329","F",72,0,0,1,"£15-30K",3,"low",1,0,3,0,1,0
"ZQ00028473","M",19,1,1,0,"£15-30K",1,"med",0,0,7,0,1,0
"ZQ00013800","M",20,0,0,1,"<£15K",1,"high",0,0,13,0,0,0
"XQ00070254","M",41,1,0,0,"£30-45K",5,"high",4,1,5,1,1,0
"XQ00099451","F",18,1,1,0,"<£15K",1,"med",0,0,6,1,1,1
"XQ00099226","F",43,0,0,0,"£15-30K",5,"low",2,1,18,0,1,1
"BQ0006857","M",60,0,1,0,"£45-75K",2,"low",3,0,9,0,0,1
"PQ00046665","M",44,0,0,1,"<£15K",5,"low",3,0,11,0,1,0
"XQ00050904","M",40,1,0,0,"£15-30K",1,"med",1,0,3,0,1,0
"AQ00040940","M",73,1,0,1,"<£15K",4,"med",2,0,10,0,1,0
"BQ00048013","F",35,0,1,0,"£15-30K",5,"high",1,0,6,0,1,0
"ZQ00087026","F",20,1,0,0,"<£15K",1,"low",0,0,6,1,1,1
"AQ00041330","M",70,0,0,1,"£30-45K",5,"med",2,0,11,0,0,1
"BQ00021519","F",71,0,1,0,"<£15K",1,"med",2,0,4,1,1,1
"PQ0006812","M",63,1,0,1,"£15-30K",1,"low",0,1,6,0,1,0
"XQ00031391","M",62,0,0,1,"£15-30K",4,"low",0,1,1,0,0,0
"BQ0005923","M",65,1,0,0,"£45-75K",1,"low",2,0,13,1,1,0
"AQ00052319","U",42,1,1,0,"£15-30K",3,"low",1,0,19,1,1,0
"BQ00082645","M",67,0,0,0,"<£15K",5,"low",1,0,4,0,1,0
"ZQ00073522","M",61,1,0,1,"£30-45K",3,"low",0,1,8,0,1,1
"AQ00021778","M",57,1,0,0,"£15-30K",4,"low",1,0,3,0,1,0
"BQ00088497","M",32,0,0,0,"£30-45K",1,"low",0,0,22,1,1,1
"AQ00011107","M",70,0,0,0,"<£15K",4,"med",1,1,0,0,1,0
"AQ00019608","U",66,1,1,1,"<£15K",1,"med",0,0,4,0,1,0
"PQ0004080","M",45,0,0,1,"£30-45K",3,"med",4,1,7,0,0,0
"PQ00091111","M",42,0,0,0,"£15-30K",3,"low",0,0,16,0,1,0
"PQ00010689","M",56,0,1,0,"<£15K",1,"med",4,1,4,0,1,0
"BQ00041912","M",41,0,0,1,"£30-45K",4,"low",0,0,8,0,1,0
"AQ00083150","F",42,1,1,1,"£45-75K",4,"high",1,1,10,0,1,1
"BQ00012455","F",42,0,0,1,"£30-45K",4,"med",1,0,6,0,0,0
"XQ00059493","M",69,0,0,0,"£15-30K",5,"low",1,1,2,0,1,0
"BQ00093970","M",47,1,1,0,"£15-30K",2,"med",2,1,12,0,0,0
"AQ00094882","M",44,1,1,0,"£15-30K",1,"med",2,1,12,1,1,0
"XQ00084495","F",38,1,1,1,"£15-30K",1,"low",2,1,6,0,1,0
"AQ00079459","F",48,0,0,0,"£75K+",2,"med",1,1,21,1,0,1
"AQ00036301","M",46,0,0,0,"£30-45K",4,"low",2,0,2,0,0,1
"BQ00025951","M",21,0,1,0,"<£15K",1,"high",0,0,11,0,1,0
"AQ00041881","M",19,0,1,0,"£15-30K",1,"high",2,0,13,0,0,0
"ZQ000971","F",50,1,0,0,"£30-45K",1,"med",1,0,7,0,1,1
"XQ00026022","M",60,1,1,0,"£15-30K",3,"med",1,1,6,1,1,0
"PQ00058188","M",30,0,1,0,"£15-30K",1,"high",1,1,13,0,1,1
"PQ00067548","F",30,1,0,0,"£30-45K",1,"med",0,0,15,0,1,1
"ZQ00018377","F",41,1,0,0,"£30-45K",1,"low",1,0,2,0,1,0
"XQ0005112","F",41,0,0,1,"£15-30K",2,"low",1,0,4,0,1,0
"ZQ0007428","M",37,0,0,0,"£15-30K",3,"med",2,0,6,0,1,0
"AQ00034069","F",50,0,0,1,"£30-45K",5,"med",1,0,1,0,1,0
"AQ00027781","M",54,0,0,0,"£15-30K",4,"low",2,0,5,0,1,0
"PQ00099735","F",67,1,1,0,"£15-30K",5,"low",0,0,4,0,1,0
"AQ00071646","M",43,0,0,0,"£30-45K",2,"low",0,0,4,0,1,0
"PQ00096709","M",68,1,0,0,"£30-45K",4,"med",1,0,5,1,0,1
"ZQ00057561","M",53,1,0,0,"£45-75K",1,"med",1,1,6,1,1,1
"AQ00017841","M",66,0,0,1,"£15-30K",4,"low",2,1,6,0,1,0
"ZQ00069411","M",20,1,1,0,"£30-45K",1,"med",0,1,5,0,1,0
"BQ00091691","M",68,1,1,0,"£15-30K",2,"low",2,1,9,1,1,0
"BQ00019685","M",38,1,0,1,"£15-30K",1,"low",3,0,12,0,1,1
"PQ0009923","M",19,1,1,0,"£15-30K",1,"med",0,0,10,0,1,0
"BQ00088036","M",60,1,0,1,"£30-45K",2,"med",2,1,3,0,1,0
"ZQ00035457","M",44,1,0,1,"£30-45K",2,"low",2,0,5,0,0,1
"BQ00011105","M",64,0,1,0,"£30-45K",4,"high",0,0,10,0,0,0
"XQ00084995","F",39,1,0,1,"£75K+",1,"med",1,0,7,0,1,1
"ZQ00029312","M",43,0,1,1,"£15-30K",1,"low",3,0,14,0,1,1
"BQ00022930","M",72,1,1,1,"£45-75K",4,"high",2,0,11,0,0,1
"ZQ00044050","M",70,1,0,0,"£15-30K",1,"low",3,1,12,0,1,0
"ZQ00093713","F",21,1,0,1,"<£15K",1,"low",0,1,12,0,1,0
"BQ00065398","F",45,1,1,0,"£30-45K",1,"low",3,0,15,1,0,1
"XQ00053159","M",20,1,0,0,"£30-45K",1,"high",0,0,12,0,1,1
"BQ00071267","M",66,1,1,0,"<£15K",1,"low",0,1,8,0,1,0
"ZQ0002301","M",45,0,0,1,"£30-45K",3,"low",1,0,9,0,1,0
"AQ00067356","F",64,0,0,0,"£45-75K",1,"low",1,0,6,0,0,0
"XQ00078397","F",48,1,0,0,"£15-30K",2,"low",2,1,10,0,1,0
"ZQ00046322","M",74,0,0,1,"£30-45K",5,"low",0,1,2,0,0,0
"BQ00066997","M",19,0,1,1,"£75K+",1,"high",0,0,0,1,0,1
"XQ00036460","M",72,0,1,1,"£15-30K",5,"low",0,0,6,0,1,1
"PQ00021092","F",47,0,0,0,"£45-75K",3,"low",0,0,6,0,1,1
"ZQ00010477","F",68,0,0,0,"<£15K",3,"med",1,0,6,0,1,0
"AQ00027324","M",43,1,0,1,"<£15K",3,"med",0,1,4,0,0,0
"PQ00074975","M",44,0,0,1,"£45-75K",2,"low",0,1,11,0,0,1
"BQ00091050","M",72,0,1,0,"<£15K",5,"med",1,0,11,0,1,0
"XQ00052468","M",70,0,0,0,"£15-30K",2,"high",1,0,7,1,1,0
"PQ00011617","M",36,1,0,1,"£15-30K",1,"low",1,0,8,0,0,0
"PQ00046355","M",44,1,0,0,"£15-30K",3,"low",0,0,13,0,1,0
"XQ00079613","F",43,1,1,0,"£45-75K",3,"med",1,0,7,1,1,0
"ZQ00053277","F",65,1,0,1,"<£15K",5,"low",1,1,9,1,1,1
"PQ00021617","F",47,1,0,0,"£15-30K",1,"med",0,1,10,0,1,1
"ZQ000369","F",49,1,1,0,"£30-45K",3,"high",1,0,9,1,1,1
"ZQ0007330","F",44,0,1,0,"£15-30K",1,"high",2,0,8,0,1,0
"AQ00082458","M",21,1,0,0,"£15-30K",1,"med",0,0,6,0,1,0
"XQ00022229","M",60,0,1,0,"£30-45K",2,"low",3,1,9,0,0,0
"ZQ00072693","F",64,0,0,1,"£15-30K",4,"med",2,0,2,0,1,1
"ZQ00044894","M",49,1,1,0,"£45-75K",2,"low",0,1,10,0,0,1
"XQ00071989","M",71,0,0,1,"<£15K",4,"low",4,0,3,0,1,0
"PQ00047992","M",49,1,0,0,"£45-75K",4,"med",4,1,3,0,0,1
"PQ00081997","F",65,1,0,1,"<£15K",2,"low",3,1,3,0,1,0
"ZQ00098988","F",41,0,1,0,"£15-30K",1,"low",1,0,3,0,1,1
"PQ00016007","F",30,1,0,1,"£30-45K",3,"low",1,0,10,0,0,0
"ZQ00021807","F",70,0,0,1,"<£15K",4,"high",0,0,16,0,1,0
"ZQ00013166","M",64,0,1,0,"£15-30K",1,"low",1,0,9,0,1,0
"BQ00089319","F",38,1,0,0,"£15-30K",3,"med",2,1,6,0,0,1
"PQ00040833","M",28,1,0,1,"<£15K",2,"med",2,0,6,0,0,1
"BQ00026979","F",44,0,0,0,"£30-45K",2,"low",1,0,9,0,1,0
"XQ00081556","M",61,1,1,1,"£30-45K",1,"high",2,1,2,0,0,0
"AQ0004329","M",66,0,1,0,"£15-30K",2,"low",1,1,18,0,1,1
"ZQ0007393","M",56,0,1,1,"£45-75K",4,"low",1,1,10,0,0,0
"XQ00069426","F",24,0,0,0,"£30-45K",1,"low",1,0,2,0,1,0
"XQ00047745","U",57,0,0,0,"£45-75K",1,"low",3,1,6,0,0,1
"BQ00042886","F",50,0,0,1,"£15-30K",4,"high",3,1,11,0,1,0
"XQ00088689","F",71,0,0,0,"<£15K",1,"low",0,0,11,0,1,0
"AQ00063958","F",41,0,1,1,"£15-30K",2,"med",1,0,13,0,1,0
"AQ00049575","M",73,0,0,1,"£30-45K",5,"low",1,0,14,0,0,1
"PQ00063308","F",46,1,1,0,"£15-30K",1,"low",0,1,10,0,1,0
"ZQ0001724","F",43,1,1,0,"£15-30K",4,"med",3,0,9,0,1,1
"XQ00065546","M",37,1,0,1,"<£15K",3,"low",4,0,3,0,1,0
"PQ00070368","M",47,0,0,1,"£30-45K",1,"med",2,0,7,0,0,0
"AQ00022199","M",39,0,1,0,"£30-45K",2,"high",2,0,27,0,1,1
"XQ00063734","M",18,1,0,1,"£30-45K",1,"high",2,1,8,1,1,1
"BQ00074363","M",35,0,0,1,"<£15K",1,"low",0,0,18,0,1,0
"AQ00058991","M",44,1,1,1,"£30-45K",3,"med",0,0,8,0,0,1
"AQ00075003","M",62,0,0,0,"£30-45K",3,"low",0,0,10,0,0,0
"XQ0003149","F",60,0,0,0,"£45-75K",1,"low",0,0,6,0,0,0
"BQ00041008","F",50,1,0,0,"£45-75K",1,"low",1,1,4,0,0,1
"XQ00013422","M",21,0,1,1,"£30-45K",1,"high",0,0,4,0,0,0
"ZQ00034890","F",48,1,1,0,"£45-75K",3,"low",0,0,5,0,0,1
"PQ00030670","M",47,0,1,1,"£15-30K",3,"low",1,0,11,0,1,0
"PQ00050350","F",41,1,0,0,"£30-45K",3,"low",1,1,8,0,0,1
"AQ00032227","F",35,0,1,0,"£15-30K",1,"high",1,1,9,0,1,1
"XQ00074550","M",18,0,0,0,"£15-30K",3,"med",0,1,6,0,0,0
"AQ00076685","F",25,1,0,0,"£15-30K",4,"low",1,1,8,0,1,0
"ZQ00034817","M",37,0,0,0,"£15-30K",1,"low",0,0,7,0,1,0
"AQ00096493","M",39,0,0,0,"£15-30K",2,"low",4,1,12,0,1,0
"PQ00031197","M",39,0,1,1,"£15-30K",2,"low",4,0,6,0,1,1
"ZQ0009194","M",19,0,0,1,"£15-30K",1,"high",0,1,5,0,1,0
"AQ0009773","M",20,0,0,0,"<£15K",1,"med",0,0,8,0,1,1
"ZQ00028139","F",72,0,1,0,"<£15K",4,"med",2,0,11,0,0,0
"AQ00033195","M",71,0,0,1,"£15-30K",4,"low",1,1,6,0,1,1
"AQ00084238","M",75,0,1,0,"<£15K",1,"med",4,0,29,0,1,0
"AQ00082521","F",73,1,0,0,"£15-30K",1,"low",2,1,9,0,1,1
"AQ00029340","M",74,0,0,0,"<£15K",2,"med",0,1,4,0,0,1
"PQ00030147","M",44,1,0,0,"<£15K",2,"low",2,0,8,0,1,0
"XQ00066929","M",70,0,0,0,"<£15K",5,"med",2,0,7,0,1,0
"AQ00083382","F",38,0,0,1,"£45-75K",1,"high",1,0,10,1,0,0
"AQ00063102","F",41,1,0,0,"£15-30K",1,"med",2,0,15,0,1,0
"AQ00076187","F",18,1,1,0,"£15-30K",1,"high",0,1,6,0,1,0
"XQ00040303","F",65,0,0,0,"£30-45K",4,"low",3,0,5,0,0,1
"PQ00016598","M",48,0,0,0,"£15-30K",1,"med",0,0,19,0,1,0
"ZQ00064601","M",25,0,0,0,"£15-30K",4,"high",0,1,10,0,1,1
"PQ0001944","M",48,0,0,1,"£15-30K",3,"low",1,0,5,0,0,0
"BQ00052496","F",72,0,1,1,"£45-75K",5,"high",1,0,26,0,1,1
"AQ00046428","F",45,1,1,1,"£15-30K",3,"med",1,0,5,0,0,0
"XQ00095747","M",69,0,1,0,"<£15K",3,"low",1,1,9,0,1,0
"AQ00057461","M",75,0,1,0,"£15-30K",5,"med",2,0,9,0,1,0
"AQ00083996","M",42,0,0,1,"£30-45K",3,"low",1,0,2,0,1,0
"ZQ00070116","M",20,1,0,0,"£15-30K",1,"high",1,0,13,0,1,0
"PQ00036434","F",43,0,1,0,"£30-45K",1,"low",4,0,4,0,0,1
"XQ00050048","M",75,0,1,0,"£30-45K",3,"low",0,1,7,0,1,1
"XQ00037957","F",60,0,0,0,"£30-45K",1,"high",2,1,7,0,0,0
"BQ00066309","F",62,0,0,1,"£30-45K",1,"med",3,0,5,0,1,0
"PQ00068647","M",68,0,0,0,"£15-30K",2,"med",3,0,12,0,0,0
"BQ00054482","M",63,0,1,0,"£30-45K",2,"med",0,1,3,1,0,0
"AQ00022123","M",47,0,0,0,"£75K+",1,"low",0,0,10,0,0,1
"BQ00059387","F",19,0,0,0,"£15-30K",1,"low",0,0,4,0,0,0
"BQ00036577","M",37,0,0,1,"£30-45K",2,"high",1,0,16,1,0,0
"PQ00028178","F",19,1,0,0,"<£15K",1,"high",0,1,3,1,1,0
"PQ00079325","M",48,0,0,0,"£30-45K",1,"low",1,0,2,0,0,0
"PQ00036967","F",45,0,0,0,"£45-75K",1,"high",1,0,6,0,0,1
"XQ00099801","F",42,0,0,0,"£30-45K",3,"med",1,1,9,1,1,0
"AQ00080063","M",20,1,0,0,"£15-30K",1,"low",0,1,5,0,1,0
"ZQ0006592","F",33,0,0,1,"<£15K",1,"low",2,0,19,0,1,1
"ZQ00067271","M",18,1,0,1,"<£15K",1,"high",0,0,7,0,0,0
"ZQ00033448","M",38,0,1,0,"£30-45K",1,"low",0,0,3,1,0,1
"AQ00077184","F",41,0,0,0,"£15-30K",4,"low",1,0,13,0,1,0
"ZQ00093690","M",71,0,0,0,"£30-45K",3,"med",2,0,11,0,0,1
"AQ00050171","M",43,0,0,0,"£15-30K",1,"low",1,0,2,0,1,0
"BQ00052615","M",72,1,0,0,"£45-75K",5,"low",0,1,5,0,1,0
"PQ00029280","M",45,0,1,1,"£15-30K",1,"low",1,1,5,0,1,1
"BQ00099623","F",42,0,0,0,"£45-75K",1,"med",0,0,14,0,0,1
"XQ00070011","M",44,1,0,1,"£30-45K",2,"low",4,1,7,1,1,0
"XQ00047384","M",37,1,0,1,"£15-30K",1,"low",0,1,6,0,1,1
"PQ00071146","F",46,1,0,0,"£45-75K",3,"med",1,1,6,0,1,1
"PQ00094910","F",28,0,0,1,"£30-45K",1,"high",0,0,12,1,1,1
"BQ00099549","F",64,1,1,0,"£30-45K",3,"med",2,0,6,0,0,0
